year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,10,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",90,4,2.99,0,1.01,0,0,0,0,193,149,0,44,0,0
2022,10,9E,Endeavor Air Inc.,ACK,"Nantucket, MA: Nantucket Memorial",10,3,0.87,0.77,0,0,1.36,0,0,345,27,219,0,0,99
2022,10,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62,7,1.89,0,4.19,0,0.92,0,0,193,50,0,107,0,36
2022,10,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",14,1,1,0,0,0,0,0,0,15,15,0,0,0,0
2022,10,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",107,17,2.34,0,1.68,0,12.98,4,0,1213,240,0,44,0,929
2022,10,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1172,115,34.04,6.44,26.26,0,48.26,0,0,10526,5378,714,958,0,3476
2022,10,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",140,11,8.28,0,2.72,0,0,0,0,352,289,0,63,0,0
2022,10,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",44,10,3.96,0,4.22,0,1.82,0,1,498,199,0,116,0,183
2022,10,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",62,9,4.6,0,2.01,0,2.39,3,1,863,562,0,178,0,123
2022,10,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62,4,2.88,0.02,0.12,0,0.98,0,0,194,130,1,2,0,61
2022,10,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",78,16,4.64,0.24,2.74,0,8.39,3,0,1668,867,21,112,0,668
2022,10,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31,1,0,0,0,0,1,0,0,28,0,0,0,0,28
2022,10,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",167,30,4.98,0.85,4.48,0,19.69,6,1,1953,429,33,143,0,1348
2022,10,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",31,10,0.84,0,2.6,0,6.56,1,0,842,38,0,76,0,728
2022,10,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",238,40,14.37,1.6,12.47,0,11.55,6,1,2347,641,108,442,0,1156
2022,10,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",71,11,1.92,2.15,5.11,0,1.83,2,0,1830,1095,303,224,0,208
2022,10,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",64,7,4.38,0.96,0.09,0,1.58,0,0,288,196,45,4,0,43
2022,10,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",141,31,10.71,0,4.1,0,16.2,3,0,1713,488,0,162,0,1063
2022,10,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",251,34,9.72,0,7.61,0,16.67,8,0,2637,826,0,326,0,1485
2022,10,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",93,15,2.26,0,7.56,0,5.18,0,0,1075,70,0,248,0,757
2022,10,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",31,12,3.43,0,3.29,0,5.28,1,0,1446,899,0,94,0,453
2022,10,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",55,5,1.51,1,2.49,0,0,0,0,171,35,29,107,0,0
2022,10,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",133,23,6.68,0,4.12,0,12.21,3,0,1921,296,0,392,0,1233
2022,10,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",198,47,7.98,1.68,18.07,0,19.27,4,0,2799,469,115,957,0,1258
2022,10,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",95,7,5,0,1.1,0,0.9,0,0,1453,1386,0,21,0,46
2022,10,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",273,36,12.4,0,5.18,0,18.42,6,0,3255,926,0,150,0,2179
2022,10,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",280,40,12.56,0.26,10.9,0,16.28,4,0,3007,1009,10,656,0,1332
2022,10,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",97,7,4.19,0,1.46,0,1.34,1,0,448,187,0,52,0,209
2022,10,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",86,7,3.19,0,2.07,0,1.74,0,2,295,156,0,41,0,98
2022,10,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",564,70,15.37,2.09,17.6,0.36,34.57,6,0,4671,953,196,773,21,2728
2022,10,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",93,6,3,0,2,0,1,0,0,260,159,0,57,0,44
2022,10,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",26,4,2.64,0,0,0,1.36,1,0,266,212,0,0,0,54
2022,10,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",170,27,6.94,0,14.34,0,5.72,2,0,1644,777,0,500,0,367
2022,10,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62,8,3.75,0,3.22,0,1.03,0,0,340,189,0,116,0,35
2022,10,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",9,1,0.99,0,0.01,0,0,0,0,85,84,0,1,0,0
2022,10,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",190,12,6,1,2.06,0,2.94,0,0,535,252,24,59,0,200
2022,10,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1411,104,36.84,1.42,15.96,0,49.78,4,8,8573,3223,133,833,0,4384
2022,10,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",145,32,7.49,0,22.51,0,2,1,0,2068,348,0,1546,0,174
2022,10,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",22,2,0.96,0.99,0.05,0,0,0,1,855,23,825,7,0,0
2022,10,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",192,12,9.25,0.66,0.09,0,2,0,0,2011,1829,70,8,0,104
2022,10,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",52,9,2.3,0,0.31,0,6.4,1,0,704,241,0,13,0,450
2022,10,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",98,21,5.81,1,4.56,0,9.63,3,0,2042,476,840,199,0,527
2022,10,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",125,25,5.22,0,7.43,0,12.35,3,0,3167,441,0,1035,0,1691
2022,10,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",86,9,4.79,0,1.83,0,2.38,0,0,347,236,0,46,0,65
2022,10,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",106,8,2.9,0,1.48,0,3.61,2,0,580,184,0,121,0,275
2022,10,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",158,26,8.12,0,5.8,1,11.08,1,0,2647,818,0,522,17,1290
2022,10,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",31,1,1,0,0,0,0,0,0,35,35,0,0,0,0
2022,10,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",80,12,4.88,0,1.41,0,5.71,2,0,1274,584,0,128,0,562
2022,10,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1958,311,80.87,12.2,155.44,0,62.49,21,5,23839,8307,1695,7980,0,5857
2022,10,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",62,2,2,0,0,0,0,0,0,124,124,0,0,0,0
2022,10,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",31,2,0.97,0,0.24,0,0.79,0,0,108,48,0,11,0,49
2022,10,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",4,1,0,1,0,0,0,0,0,26,0,26,0,0,0
2022,10,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3548,789,91.4,43.19,474.33,0,180.09,123,23,71060,10237,4019,38291,0,18513
2022,10,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",26,3,2,0,1,0,0,0,0,94,65,0,29,0,0
2022,10,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",62,6,4,0,0,0,2,0,0,282,118,0,0,0,164
2022,10,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",136,23,10.2,0,2.1,0,10.69,5,0,1411,420,0,142,0,849
2022,10,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",31,4,0.32,0,2.68,0,1,0,0,230,8,0,51,0,171
2022,10,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",58,15,5.3,0,2.52,0,7.19,1,0,1093,322,0,242,0,529
2022,10,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",124,10,4.39,1,1.54,0,3.07,0,0,383,174,57,49,0,103
2022,10,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",155,33,9.35,0.56,5.21,0,17.88,5,0,2537,591,18,396,0,1532
2022,10,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",86,4,1.93,0,1.07,0,1,0,0,176,107,0,52,0,17
2022,10,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",5,1,1,0,0,0,0,0,0,56,56,0,0,0,0
2022,10,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",30,4,1,1,1,0,1,0,0,1017,599,28,255,0,135
2022,10,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",104,13,3.45,0.19,1.67,0,7.69,2,0,1552,428,23,96,0,1005
2022,10,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",699,47,20.6,0,6.45,0,19.95,0,0,3958,2189,0,165,0,1604
2022,10,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",80,12,1.81,0.68,2.54,0,6.97,2,0,570,89,13,139,0,329
2022,10,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",26,2,0.12,0,0.21,0,1.67,1,0,154,15,0,10,0,129
2022,10,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",52,9,3.18,0,2.52,0,3.29,2,0,470,110,0,132,0,228
2022,10,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",89,4,0.97,0,0.03,0,3,0,0,429,219,0,7,0,203
2022,10,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",198,35,6.74,1,11.81,0,15.45,6,0,1909,336,18,521,0,1034
2022,10,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",26,5,0.24,0.85,1,0,2.92,3,0,1104,8,809,16,0,271
2022,10,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",157,23,4.66,0.37,7.01,0,10.96,5,0,1622,417,7,307,0,891
2022,10,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",110,25,8.89,0,2.24,0,13.87,5,0,1609,406,0,76,0,1127
2022,10,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",199,37,6.9,1.09,16.07,0,12.93,5,0,2268,833,34,469,0,932
2022,10,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",490,83,18.88,2.42,15.54,0,46.16,5,1,7771,3187,207,902,0,3475
2022,10,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",308,41,9.95,0.55,12.67,0,17.83,7,1,2850,422,32,908,0,1488
2022,10,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",84,6,2,0,2,0,2,1,1,250,90,0,52,0,108
2022,10,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",255,37,8.5,0.05,6.06,0,22.39,7,0,2931,1191,4,234,0,1502
2022,10,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",184,40,9.74,0,16.43,0,13.84,3,0,2546,699,0,724,0,1123
2022,10,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",4,1,0.95,0,0,0,0.05,0,0,39,37,0,0,0,2
2022,10,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",16,1,0.13,0,0,0,0.88,0,0,56,7,0,0,0,49
2022,10,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",135,22,6.16,0,5.26,0,10.59,3,0,2229,621,0,630,0,978
2022,10,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",292,40,9.5,0,4.93,0,25.56,7,0,2740,610,0,270,0,1860
2022,10,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",35,1,1,0,0,0,0,0,0,19,19,0,0,0,0
2022,10,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",57,2,2,0,0,0,0,0,0,83,83,0,0,0,0
2022,10,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",176,28,9.77,0,5.14,0,13.09,2,0,2083,568,0,344,0,1171
2022,10,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",92,10,6,0,1.4,0,2.6,0,0,252,158,0,29,0,65
2022,10,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",92,12,4.12,0,1.98,0,5.9,0,0,758,152,0,123,0,483
2022,10,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",303,83,25.4,2.14,25.7,0.05,29.72,2,0,4764,1473,349,1036,3,1903
2022,10,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",79,19,6.19,0,2.21,0,10.59,0,0,1066,426,0,48,0,592
2022,10,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",31,13,2.69,0,4.65,0,5.66,2,0,579,142,0,149,0,288
2022,10,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",555,131,56.29,2.64,18.65,0.04,53.39,2,0,7985,3400,148,780,2,3655
2022,10,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1399,290,100.71,6.43,78.9,0,103.96,11,0,19793,8426,498,2823,0,8046
2022,10,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",61,8,2.7,0,2.36,0,2.94,0,0,447,156,0,102,0,189
2022,10,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",79,15,4.54,0,4.18,0,6.28,0,1,1269,859,0,116,0,294
2022,10,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",380,58,24.58,0.41,9.86,0,23.14,0,0,3257,1107,49,563,0,1538
2022,10,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",50,9,5.1,0.38,1.04,0,2.47,1,0,856,366,15,38,0,437
2022,10,AA,American Airlines Inc.,BGR,"Bangor, ME: Bangor International",6,1,0.07,0,0,0,0.93,0,0,152,10,0,0,0,142
2022,10,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",115,23,9.37,0.94,3.7,1,7.99,0,0,1269,558,62,128,108,413
2022,10,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",766,150,61.21,3.42,22.49,0,62.88,4,0,12975,4941,677,867,0,6490
2022,10,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",115,22,9.17,0,1.23,0,11.61,1,1,2457,560,0,57,0,1840
2022,10,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1770,329,95.01,6.87,117.36,0.96,108.8,2,1,19780,5172,579,4753,107,9169
2022,10,AA,American Airlines Inc.,BTV,"Burlington, VT: Burlington International",38,3,0.02,0,2,0,0.98,0,0,81,1,0,39,0,41
2022,10,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",115,28,11.97,0,2.71,0,13.32,1,0,2207,570,0,62,0,1575
2022,10,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",124,39,11.34,1.1,11.89,0,14.68,1,0,2906,1393,98,516,0,899
2022,10,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",326,65,28.74,0.29,7.27,0,28.69,1,0,3668,1552,39,219,0,1858
2022,10,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",38,7,3.01,0,1.33,0,2.67,0,0,434,174,0,48,0,212
2022,10,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",397,70,28.12,0.57,8.41,0,32.91,1,0,4261,1432,162,346,0,2321
2022,10,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",52,13,1.69,0,2.16,0,9.16,0,0,780,53,0,52,0,675
2022,10,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",345,56,28.47,0,6.91,0,20.62,3,1,4278,2386,0,267,0,1625
2022,10,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",9643,1200,418.38,17.83,217.56,4.23,542.01,61,4,104948,46971,1161,6835,181,49800
2022,10,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",265,50,20.43,2.26,11.61,0,15.7,0,0,3530,982,1088,316,0,1144
2022,10,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",77,23,9.1,0.09,3.96,0.13,9.72,0,0,2702,1489,6,145,6,1056
2022,10,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",200,38,17.71,0.55,6.19,0,13.56,2,0,2100,1026,45,232,0,797
2022,10,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",52,16,11.6,0,0.75,0,3.65,0,0,735,509,0,24,0,202
2022,10,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2748,560,151.79,9.48,173.04,0.11,225.58,21,7,44326,16018,704,6683,15,20906
2022,10,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",685,122,53.38,2.28,21.25,1.8,43.29,4,0,7037,3240,285,636,32,2844
2022,10,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12404,2132,605.34,107,545.39,10.19,864.08,152,63,204255,73289,9817,31024,852,89273
2022,10,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",95,27,15.43,0.05,6.14,0,5.38,2,0,2656,1337,8,224,0,1087
2022,10,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",296,50,18.14,1.3,11.01,0,19.55,3,1,2725,814,94,292,0,1525
2022,10,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",26,1,1,0,0,0,0,0,0,19,19,0,0,0,0
2022,10,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",36,10,5.78,0,2,0,2.22,0,0,410,265,0,80,0,65
2022,10,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",168,45,16.89,2.64,8.8,0,16.66,4,0,3054,1367,225,284,0,1178
2022,10,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",78,19,9.43,0.63,2.89,0,6.05,1,0,1296,523,32,77,0,664
2022,10,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",775,189,45.88,5.58,85.17,0.21,52.16,2,3,11569,3183,546,3884,24,3932
2022,10,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",156,41,20.52,7.76,4.58,0,8.14,1,1,10699,2863,5799,195,0,1842
2022,10,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",98,21,10.06,0.06,3.69,0,7.2,1,0,1165,502,6,108,0,549
2022,10,AA,American Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",416,62,25.06,0.57,14.67,0,21.69,0,0,4797,1827,44,625,0,2301
2022,10,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",115,21,7.9,0.36,3.84,0,8.89,2,0,2702,919,49,228,0,1506
2022,10,AA,American Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",6,1,0,0,0,0,1,0,0,186,0,0,0,0,186
2022,10,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",105,22,10.26,0.76,3.29,0,7.69,0,0,1775,1171,25,134,0,445
2022,10,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",72,12,4.28,0,2.34,1,4.38,0,0,670,389,0,68,20,193
2022,10,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",112,30,11.96,0.45,3.76,0,13.83,0,0,2533,1242,22,107,0,1162
2022,10,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",179,33,12.54,0.03,19.44,0,1,0,2,1091,502,1,530,0,58
2022,10,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",144,27,10.21,1.66,3.21,0,11.92,0,0,1749,778,66,146,0,759
2022,10,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",551,96,35.74,2.55,21.49,0,36.23,4,0,6189,2019,269,1273,0,2628
2022,10,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",99,23,11.34,0.63,4,0,7.02,2,0,1259,507,24,108,0,620
2022,10,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",118,25,16.18,0.2,2.09,0,6.53,2,0,1459,695,49,90,0,625
2022,10,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",466,109,44.13,2.54,22.06,0.07,40.21,0,1,7131,2570,372,738,7,3444
2022,10,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",41,10,3.76,0.2,0.49,0,5.55,0,0,602,211,10,25,0,356
2022,10,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",478,79,29.85,0.1,12.06,0.25,36.74,2,0,5068,1726,20,376,14,2932
2022,10,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1273,298,103.07,4.75,135.01,0.19,54.98,4,3,21293,7075,304,4348,8,9558
2022,10,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,17,4.67,0,7.84,0,4.49,0,0,859,273,0,277,0,309
2022,10,AA,American Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1189,260,83.19,6.85,81.48,0.78,87.71,2,0,15304,4517,901,3271,22,6593
2022,10,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2543,444,157,9.64,100.38,3.05,173.94,8,3,35195,13381,491,3487,118,17718
2022,10,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",48,15,4.2,0.22,2.45,0,8.13,0,0,979,328,15,70,0,566
2022,10,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1896,534,125.57,15.46,252.91,0.73,139.33,17,3,36055,9323,1214,14496,27,10995
2022,10,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",62,7,3.05,0,3.95,0,0,0,0,260,134,0,126,0,0
2022,10,AA,American Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",91,15,7.54,0.12,1.38,0,5.96,2,0,616,238,7,38,0,333
2022,10,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",537,124,47.05,3.12,11.66,0.31,61.87,4,0,8969,4007,203,428,6,4325
2022,10,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1448,233,92.67,8.95,42,0.24,89.14,2,0,15365,5324,848,1706,4,7483
2022,10,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",107,22,14.42,0.12,2.3,1,4.16,0,0,1143,776,13,82,19,253
2022,10,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",319,84,32.67,1,16.28,0,34.06,1,0,4246,1447,135,591,0,2073
2022,10,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",93,23,11.34,1.15,4.2,0,6.31,2,0,1296,616,96,174,0,410
2022,10,AA,American Airlines Inc.,MHT,"Manchester, NH: Manchester Boston Regional",60,4,1.88,0,0.17,0,1.96,0,0,1525,686,0,8,0,831
2022,10,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4308,683,233.93,7.67,190.49,3.2,247.71,15,7,53584,17173,949,9009,105,26348
2022,10,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",199,38,13.42,0.53,5.6,0,18.45,1,0,2096,793,22,207,0,1074
2022,10,AA,American Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",143,25,10.66,1.62,2.72,0,10,1,0,1406,623,75,137,0,571
2022,10,AA,American Airlines Inc.,MSO,"Missoula, MT: Missoula Montana",62,19,9.82,0.81,1.44,0,6.93,2,0,1369,649,91,104,0,525
2022,10,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",289,42,13.43,0.26,12.28,0,16.03,2,0,2292,622,34,376,0,1260
2022,10,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",487,84,35.56,1.25,11.55,0,35.64,2,0,7542,2277,140,423,0,4702
2022,10,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",36,9,4.3,0.14,0.68,0,3.88,0,0,505,250,10,26,0,219
2022,10,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",168,28,11.64,0,1.77,0,14.59,0,0,1441,540,0,53,0,848
2022,10,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",125,16,8.35,0,4.27,0,3.38,0,0,801,314,0,143,0,344
2022,10,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",237,46,19.16,0.66,4.4,0,21.78,4,0,3569,1392,21,127,0,2029
